local,visita,goles_local,goles_visita,torneo_id,temporada
Tibet,East Turkestan,4,6,1,2025
Tamil Eelam,East Turkestan,5,0,1,2025
United States,Mexico,1,2,1,2025
Hitra,Isle of Man,2,7,1,2025
Orkney,Frøya,3,0,1,2025
Gozo,Shetland,0,0,1,2025
Orkney,Hitra,3,2,1,2025
Isle of Man,Frøya,10,1,1,2025
Jersey,Gozo,2,0,1,2025
Ynys Môn,Western Isles,1,0,1,2025
Orkney,Isle of Man,1,3,1,2025
Frøya,Hitra,0,6,1,2025
Jersey,Shetland,2,2,1,2025
Hitra,Frøya,3,0,1,2025
Gozo,Western Isles,3,3,1,2025
Orkney,Shetland,3,2,1,2025
Isle of Man,Ynys Môn,0,1,1,2025
Isle of Man,Jersey,3,2,1,2025
United States Virgin Islands,Turks and Caicos Islands,1,1,1,2025
Marshall Islands,United States Virgin Islands,0,4,1,2025
Turks and Caicos Islands,Marshall Islands,3,2,1,2025
Qatar,Lebanon,2,2,0,2025
Qatar,Bahrain,2,2,0,2025
Seychelles,Gabon,0,4,1,2025
Gibraltar,Albania,0,1,0,2025
Malaysia,Singapore,2,1,0,2025
Norway,Finland,1,0,0,2025
Russia,Jordan,0,0,0,2025
Saudi Arabia,North Macedonia,2,1,0,2025
United Arab Emirates,Syria,3,1,0,2025
Colombia,Bolivia,3,0,1,2025
Argentina,Venezuela,3,0,1,2025
Paraguay,Ecuador,0,0,1,2025
Uruguay,Peru,3,0,1,2025
Brazil,Chile,3,0,1,2025
Guinea-Bissau,Sierra Leone,1,1,1,2025
Angola,Libya,0,1,1,2025
Cameroon,Eswatini,3,0,1,2025
Mauritius,Cape Verde,0,2,1,2025
Algeria,Botswana,3,1,1,2025
São Tomé and Príncipe,Equatorial Guinea,2,3,1,2025
Tunisia,Liberia,3,0,1,2025
Chad,Ghana,1,1,1,2025
Madagascar,Central African Republic,2,0,1,2025
Mali,Comoros,3,0,1,2025
Luxembourg,Northern Ireland,1,3,1,2025
Slovakia,Germany,2,0,1,2025
Georgia,Turkey,2,3,1,2025
Bulgaria,Spain,0,3,1,2025
Lithuania,Malta,1,1,1,2025
Netherlands,Poland,1,1,1,2025
Kazakhstan,Wales,0,1,1,2025
Liechtenstein,Belgium,0,6,1,2025
Iraq,Hong Kong,2,1,1,2025
Thailand,Fiji,3,0,1,2025
Suriname,Panama,0,0,1,2025
Guatemala,El Salvador,0,1,1,2025
Australia,New Zealand,1,0,1,2025
Indonesia,Taiwan,6,0,0,2025
Romania,Canada,0,3,0,2025
Djibouti,Burkina Faso,0,6,1,2025
Egypt,Ethiopia,2,0,1,2025
South Sudan,DR Congo,1,4,1,2025
Mauritania,Togo,2,0,1,2025
Senegal,Sudan,2,0,1,2025
Benin,Zimbabwe,1,0,1,2025
South Africa,Lesotho,3,0,1,2025
Congo,Tanzania,1,1,1,2025
Morocco,Niger,5,0,1,2025
Kenya,Gambia,1,3,1,2025
Ivory Coast,Burundi,1,0,1,2025
Somalia,Guinea,0,3,1,2025
Uganda,Mozambique,4,0,1,2025
Namibia,Malawi,1,2,1,2025
Slovenia,Sweden,2,2,1,2025
Switzerland,Kosovo,4,0,1,2025
Denmark,Scotland,0,0,1,2025
Greece,Belarus,5,1,1,2025
Iceland,Azerbaijan,5,0,1,2025
Ukraine,France,0,2,1,2025
Italy,Estonia,5,0,1,2025
Moldova,Israel,0,4,1,2025
Faroe Islands,Croatia,0,1,1,2025
Montenegro,Czech Republic,0,2,1,2025
Bermuda,Jamaica,0,4,1,2025
Trinidad and Tobago,Curaçao,0,0,1,2025
Haiti,Honduras,0,0,1,2025
Nicaragua,Costa Rica,1,1,1,2025
Sri Lanka,Maldives,0,3,1,2025
Mexico,Japan,0,0,0,2025
Nepal,Bangladesh,0,0,0,2025
United States,South Korea,0,2,0,2025
Nigeria,Rwanda,1,0,1,2025
Republic of Ireland,Hungary,2,2,1,2025
Armenia,Portugal,0,5,1,2025
Austria,Cyprus,1,0,1,2025
San Marino,Bosnia and Herzegovina,0,6,1,2025
Latvia,Serbia,0,1,1,2025
England,Andorra,2,0,1,2025
Central African Republic,Comoros,0,2,1,2025
Germany,Northern Ireland,3,1,1,2025
Luxembourg,Slovakia,0,1,1,2025
Georgia,Bulgaria,3,0,1,2025
Turkey,Spain,0,6,1,2025
Lithuania,Netherlands,2,3,1,2025
Poland,Finland,3,1,1,2025
North Macedonia,Liechtenstein,5,0,1,2025
Belgium,Kazakhstan,6,0,1,2025
Qatar,Russia,1,4,0,2025
Fiji,Hong Kong,0,8,1,2025
Thailand,Iraq,0,1,1,2025
Czech Republic,Saudi Arabia,1,1,0,2025
Indonesia,Lebanon,0,0,0,2025
Malaysia,Palestine,1,0,0,2025
Syria,Kuwait,2,2,0,2025
United Arab Emirates,Bahrain,1,0,0,2025
Guinea-Bissau,Djibouti,2,0,1,2025
Libya,Eswatini,2,0,1,2025
Zambia,Morocco,0,2,1,2025
Mozambique,Botswana,2,0,1,2025
Guinea,Algeria,0,0,1,2025
Uganda,Somalia,2,0,1,2025
Equatorial Guinea,Tunisia,0,1,1,2025
Malawi,Liberia,2,2,1,2025
Madagascar,Chad,3,1,1,2025
Ghana,Mali,1,0,1,2025
Kosovo,Sweden,2,0,1,2025
Switzerland,Slovenia,3,0,1,2025
Belarus,Scotland,0,2,1,2025
Greece,Denmark,0,3,1,2025
Israel,Italy,4,5,1,2025
Croatia,Montenegro,4,0,1,2025
Gibraltar,Faroe Islands,0,1,1,2025
El Salvador,Suriname,1,2,1,2025
Panama,Guatemala,1,1,1,2025
Estonia,Andorra,0,0,0,2025
Jordan,Dominican Republic,3,0,0,2025
Malta,San Marino,3,1,0,2025
Mexico,South Korea,2,2,0,2025
New Zealand,Australia,1,3,1,2025
Singapore,Myanmar,1,1,0,2025
Sri Lanka,Maldives,1,1,0,2025
United States,Japan,2,0,0,2025
Wales,Canada,0,1,0,2025
Ecuador,Argentina,1,0,1,2025
Peru,Paraguay,0,1,1,2025
Bolivia,Brazil,1,0,1,2025
Venezuela,Colombia,3,6,1,2025
Chile,Uruguay,0,0,1,2025
Sierra Leone,Ethiopia,2,0,1,2025
Burkina Faso,Egypt,0,0,1,2025
Togo,Sudan,1,0,1,2025
DR Congo,Senegal,2,3,1,2025
Mauritania,South Sudan,0,0,1,2025
Zimbabwe,Rwanda,0,1,1,2025
South Africa,Nigeria,1,1,1,2025
Benin,Lesotho,4,0,1,2025
Cape Verde,Cameroon,1,0,1,2025
Angola,Mauritius,3,1,1,2025
Tanzania,Niger,0,1,1,2025
Kenya,Seychelles,5,0,1,2025
Gabon,Ivory Coast,0,0,1,2025
Gambia,Burundi,2,0,1,2025
Namibia,São Tomé and Príncipe,3,0,1,2025
Azerbaijan,Ukraine,1,1,1,2025
France,Iceland,2,1,1,2025
Armenia,Republic of Ireland,2,1,1,2025
Hungary,Portugal,2,3,1,2025
Bosnia and Herzegovina,Austria,1,2,1,2025
Cyprus,Romania,2,2,1,2025
Norway,Moldova,11,1,1,2025
Albania,Latvia,1,0,1,2025
Serbia,England,0,5,1,2025
Jamaica,Trinidad and Tobago,2,0,1,2025
Curaçao,Bermuda,3,2,1,2025
Costa Rica,Haiti,3,3,1,2025
Honduras,Nicaragua,2,0,1,2025
Saint Kitts and Nevis,Saint Martin,5,0,0,2025
Saint Kitts and Nevis,Saint Martin,2,1,0,2025
Saint Vincent and the Grenadines,Cuba,7,0,0,2025
Qatar,Oman,0,0,1,2025
Saudi Arabia,Indonesia,3,2,1,2025
Ethiopia,Guinea-Bissau,1,0,1,2025
Sierra Leone,Burkina Faso,0,1,1,2025
Djibouti,Egypt,0,3,1,2025
Libya,Cape Verde,3,3,1,2025
Eswatini,Angola,2,2,1,2025
Mauritius,Cameroon,0,2,1,2025
Niger,Congo,3,1,1,2025
Tanzania,Zambia,0,1,1,2025
Comoros,Madagascar,1,2,1,2025
Central African Republic,Ghana,0,5,1,2025
Chad,Mali,0,2,1,2025
Gibraltar,New Caledonia,0,2,0,2025
Saint Vincent and the Grenadines,Cuba,1,0,0,2025
England,Wales,3,0,0,2025
Poland,New Zealand,1,0,0,2025
Romania,Moldova,2,1,0,2025
Morocco,Bahrain,1,0,0,2025
Grenada,British Virgin Islands,4,1,0,2025
Burundi,Kenya,0,1,1,2025
Algeria,Somalia,3,0,1,2025
Botswana,Uganda,0,1,1,2025
Mozambique,Guinea,1,2,1,2025
Malawi,Equatorial Guinea,3,0,1,2025
Scotland,Greece,3,1,1,2025
Belarus,Denmark,0,6,1,2025
Malta,Netherlands,0,4,1,2025
Finland,Lithuania,2,1,1,2025
Austria,San Marino,10,0,1,2025
Cyprus,Bosnia and Herzegovina,2,2,1,2025
Faroe Islands,Montenegro,4,0,1,2025
Czech Republic,Croatia,0,0,1,2025
Tajikistan,Maldives,2,0,1,2025
Timor-Leste,Philippines,1,4,1,2025
Brunei,Yemen,0,2,1,2025
Lebanon,Bhutan,2,0,1,2025
Singapore,India,1,1,1,2025
Bangladesh,Hong Kong,3,4,1,2025
Sri Lanka,Turkmenistan,1,0,1,2025
Thailand,Taiwan,2,0,1,2025
Pakistan,Afghanistan,0,0,1,2025
Syria,Myanmar,5,1,1,2025
Laos,Malaysia,0,3,1,2025
Vietnam,Nepal,3,1,1,2025
Liberia,Namibia,3,1,1,2025
Nicaragua,Haiti,0,3,1,2025
Honduras,Costa Rica,0,0,1,2025
Argentina,Venezuela,1,0,0,2025
Chile,Peru,2,1,0,2025
Canada,Australia,0,1,0,2025
Russia,Iran,2,1,0,2025
Japan,Paraguay,2,2,1,2025
Uzbekistan,Kuwait,2,0,0,2025
Jordan,Bolivia,0,1,0,2025
South Korea,Brazil,0,5,0,2025
Uruguay,Dominican Republic,1,0,0,2025
United States,Ecuador,1,1,0,2025
Togo,DR Congo,0,1,1,2025
South Sudan,Senegal,0,5,1,2025
Sudan,Mauritania,0,0,1,2025
Lesotho,Nigeria,1,2,1,2025
Rwanda,Benin,0,1,1,2025
South Africa,Zimbabwe,0,0,1,2025
Gambia,Gabon,3,4,1,2025
Seychelles,Ivory Coast,0,7,1,2025
Tunisia,São Tomé and Príncipe,6,0,1,2025
Northern Ireland,Slovakia,2,0,1,2025
Germany,Luxembourg,4,0,1,2025
Kosovo,Slovenia,0,0,1,2025
Sweden,Switzerland,0,2,1,2025
Iceland,Ukraine,3,5,1,2025
France,Azerbaijan,3,0,1,2025
Kazakhstan,Liechtenstein,4,0,1,2025
Belgium,North Macedonia,0,0,1,2025
Suriname,Guatemala,1,1,1,2025
El Salvador,Panama,0,1,1,2025
Bermuda,Trinidad and Tobago,0,3,1,2025
Curaçao,Jamaica,2,0,1,2025
Grenada,Cuba,2,0,0,2025
Mexico,Colombia,0,4,0,2025
United Arab Emirates,Oman,2,1,1,2025
Iraq,Indonesia,1,0,1,2025
Spain,Georgia,2,0,1,2025
Bulgaria,Turkey,1,6,1,2025
Hungary,Armenia,2,0,1,2025
Portugal,Republic of Ireland,1,0,1,2025
Norway,Israel,5,0,1,2025
Estonia,Italy,1,3,1,2025
Latvia,Andorra,2,2,1,2025
Serbia,Albania,0,1,1,2025
Malta,Bosnia and Herzegovina,1,4,0,2025
Burkina Faso,Ethiopia,3,1,1,2025
Djibouti,Sierra Leone,1,2,1,2025
Egypt,Guinea-Bissau,1,0,1,2025
Zambia,Niger,0,1,1,2025
Chad,Central African Republic,2,3,1,2025
Ghana,Comoros,1,0,1,2025
Mali,Madagascar,4,1,1,2025
Scotland,Belarus,2,1,1,2025
Denmark,Greece,3,1,1,2025
Netherlands,Finland,4,0,1,2025
Lithuania,Poland,0,2,1,2025
San Marino,Cyprus,0,4,1,2025
Romania,Austria,1,0,1,2025
Faroe Islands,Czech Republic,2,1,1,2025
Croatia,Gibraltar,3,0,1,2025
Montenegro,Liechtenstein,2,1,0,2025
Uzbekistan,Uruguay,1,2,0,2025
South Sudan,Togo,0,0,1,2025
Lesotho,Zimbabwe,1,0,1,2025
Cape Verde,Eswatini,3,0,1,2025
Cameroon,Angola,0,0,1,2025
Mauritius,Libya,0,0,1,2025
Equatorial Guinea,Liberia,1,1,1,2025
São Tomé and Príncipe,Malawi,1,0,1,2025
Tunisia,Namibia,3,0,1,2025
Northern Ireland,Germany,0,1,1,2025
Slovakia,Luxembourg,2,0,1,2025
Slovenia,Switzerland,0,0,1,2025
Sweden,Kosovo,0,1,1,2025
Iceland,France,2,2,1,2025
Ukraine,Azerbaijan,2,1,1,2025
Wales,Belgium,2,4,1,2025
North Macedonia,Kazakhstan,1,1,1,2025
Honduras,Haiti,3,0,1,2025
Costa Rica,Nicaragua,4,1,1,2025
Albania,Jordan,4,2,0,2025
Japan,Brazil,3,2,1,2025
Iran,Tanzania,2,0,0,2025
Canada,Colombia,0,0,0,2025
South Korea,Paraguay,2,0,0,2025
Mexico,Ecuador,1,1,0,2025
Norway,New Zealand,1,1,0,2025
Puerto Rico,Argentina,0,6,0,2025
Russia,Bolivia,3,0,0,2025
United States,Australia,2,1,0,2025
Qatar,United Arab Emirates,2,1,1,2025
Saudi Arabia,Iraq,0,0,1,2025
Senegal,Mauritania,4,0,1,2025
DR Congo,Sudan,1,0,1,2025
Nigeria,Benin,4,0,1,2025
South Africa,Rwanda,3,0,1,2025
Morocco,Congo,1,0,1,2025
Seychelles,Gambia,0,7,1,2025
Ivory Coast,Kenya,3,0,1,2025
Gabon,Burundi,2,0,1,2025
Algeria,Uganda,2,1,1,2025
Guinea,Botswana,2,2,1,2025
Somalia,Mozambique,0,1,1,2025
Spain,Bulgaria,4,0,1,2025
Turkey,Georgia,4,1,1,2025
Portugal,Hungary,2,2,1,2025
Republic of Ireland,Armenia,1,0,1,2025
Estonia,Moldova,1,1,1,2025
Italy,Israel,3,0,1,2025
Andorra,Serbia,1,3,1,2025
Latvia,England,0,5,1,2025
Maldives,Tajikistan,0,3,1,2025
Philippines,Timor-Leste,3,1,1,2025
Bhutan,Lebanon,0,4,1,2025
Yemen,Brunei,9,0,1,2025
India,Singapore,1,2,1,2025
Hong Kong,Bangladesh,1,1,1,2025
Taiwan,Thailand,1,6,1,2025
Turkmenistan,Sri Lanka,2,1,1,2025
Myanmar,Syria,0,3,1,2025
Afghanistan,Pakistan,1,1,1,2025
Vietnam,Nepal,1,0,1,2025
Malaysia,Laos,5,1,1,2025
Panama,Suriname,1,1,1,2025
El Salvador,Guatemala,0,1,1,2025
Curaçao,Trinidad and Tobago,1,1,1,2025
Jamaica,Bermuda,4,0,1,2025
Tunisia,Mauritania,1,1,0,2025
Russia,Peru,1,1,0,2025
Cuba,Saint Lucia,3,0,1,2025
Dominican Republic,Saint Vincent and the Grenadines,2,0,1,2025
Dominica,Saint Martin,1,2,1,2025
Saint Kitts and Nevis,Sint Maarten,0,0,1,2025
Barbados,Bonaire,3,2,1,2025
Antigua and Barbuda,Aruba,0,0,1,2025
Bahamas,Anguilla,1,2,1,2025
Cayman Islands,British Virgin Islands,1,2,1,2025
Algeria,Zimbabwe,3,1,0,2025
Bangladesh,Nepal,2,2,0,2025
Canada,Ecuador,0,0,0,2025
Czech Republic,San Marino,1,0,0,2025
Hong Kong,Cambodia,1,1,0,2025
Lithuania,Israel,0,0,0,2025
North Macedonia,Latvia,0,0,0,2025
Thailand,Singapore,3,2,0,2025
United Arab Emirates,Iraq,1,1,1,2025
Cameroon,DR Congo,0,1,1,2025
Nigeria,Gabon,4,1,1,2025
France,Ukraine,4,0,1,2025
Azerbaijan,Iceland,0,2,1,2025
Republic of Ireland,Portugal,2,0,1,2025
Armenia,Hungary,0,1,1,2025
Norway,Estonia,4,1,1,2025
Moldova,Italy,0,2,1,2025
England,Serbia,2,0,1,2025
Andorra,Albania,0,1,1,2025
Iran,Cape Verde,0,0,1,2025
Papua New Guinea,Solomon Islands,1,0,1,2025
Suriname,El Salvador,4,0,1,2025
Guatemala,Panama,2,3,1,2025
Bermuda,Curaçao,0,7,1,2025
Trinidad and Tobago,Jamaica,1,1,1,2025
Haiti,Costa Rica,1,0,1,2025
Nicaragua,Honduras,2,0,1,2025
Angola,Argentina,0,2,0,2025
Australia,Venezuela,0,1,0,2025
South Korea,Bolivia,2,0,0,2025
Morocco,Mozambique,1,0,0,2025
Oman,Sudan,2,0,0,2025
Comoros,Namibia,1,0,0,2025
Uganda,Chad,2,1,0,2025
Burkina Faso,Niger,3,2,0,2025
Japan,Ghana,2,0,1,2025
Saudi Arabia,Ivory Coast,1,0,0,2025
Tunisia,Jordan,3,2,0,2025
Luxembourg,Germany,0,2,1,2025
Slovakia,Northern Ireland,1,0,1,2025
Finland,Malta,0,1,1,2025
Poland,Netherlands,1,1,1,2025
Croatia,Faroe Islands,3,1,1,2025
Gibraltar,Montenegro,1,2,1,2025
Uzbekistan,Egypt,2,0,1,2025
Russia,Chile,0,2,0,2025
Libya,Mauritania,1,0,0,2025
Kuwait,Tanzania,4,3,0,2025
Lesotho,Malawi,0,0,0,2025
Guinea,Liberia,2,0,0,2025
Brazil,Senegal,2,0,0,2025
Colombia,New Zealand,2,1,0,2025
Mexico,Uruguay,0,0,0,2025
South Africa,Zambia,3,1,0,2025
United States,Paraguay,2,1,0,2025
Slovenia,Kosovo,0,2,1,2025
Switzerland,Sweden,4,1,1,2025
Denmark,Belarus,2,2,1,2025
Greece,Scotland,3,2,1,2025
Turkey,Bulgaria,2,0,1,2025
Georgia,Spain,0,4,1,2025
Cyprus,Austria,0,2,1,2025
Bosnia and Herzegovina,Romania,3,1,1,2025
Liechtenstein,Wales,0,1,1,2025
Kazakhstan,Belgium,1,1,1,2025
Martinique,Cuba,0,2,1,2025
Saint Vincent and the Grenadines,Saint Lucia,3,1,1,2025
Dominica,Sint Maarten,2,3,1,2025
Saint Martin,Belize,0,1,1,2025
Barbados,Aruba,0,3,1,2025
Guyana,Bonaire,2,1,1,2025
Bahamas,British Virgin Islands,0,6,1,2025
Cayman Islands,Anguilla,4,0,1,2025
Basque Country,Palestine,3,0,0,2025
Nigeria,DR Congo,1,1,1,2025
Ukraine,Iceland,2,0,1,2025
Azerbaijan,France,1,3,1,2025
Portugal,Armenia,9,1,1,2025
Hungary,Republic of Ireland,2,3,1,2025
Moldova,Israel,1,4,1,2025
Italy,Norway,1,4,1,2025
Albania,England,0,2,1,2025
Serbia,Latvia,2,1,1,2025
Comoros,Namibia,4,0,0,2025
Mozambique,Chad,2,2,0,2025
Madagascar,Equatorial Guinea,2,0,0,2025
Finland,Andorra,4,0,0,2025
Qatar,Zimbabwe,1,2,0,2025
Bahrain,Somalia,1,2,0,2025
Northern Ireland,Luxembourg,1,0,1,2025
Germany,Slovakia,6,0,1,2025
Malta,Poland,2,3,1,2025
Netherlands,Lithuania,4,0,1,2025
Czech Republic,Gibraltar,6,0,1,2025
Montenegro,Croatia,2,3,1,2025
Cape Verde,Egypt,1,1,1,2025
Vanuatu,Fiji,2,0,1,2025
Angola,Zambia,3,2,0,2025
Morocco,Uganda,4,0,0,2025
Oman,Ivory Coast,0,2,0,2025
Saudi Arabia,Algeria,0,2,0,2025
Guinea,Niger,1,1,0,2025
Kenya,Senegal,0,8,0,2025
Benin,Burkina Faso,0,3,0,2025
Japan,Bolivia,3,0,1,2025
Mali,Jordan,3,2,0,2025
Kuwait,Gambia,2,2,0,2025
Lesotho,Malawi,0,1,0,2025
Maldives,Philippines,0,2,1,2025
Timor-Leste,Tajikistan,0,5,1,2025
Yemen,Bhutan,7,1,1,2025
Brunei,Lebanon,0,3,1,2025
Bangladesh,India,1,0,1,2025
Hong Kong,Singapore,1,2,1,2025
Sri Lanka,Thailand,0,4,1,2025
Turkmenistan,Taiwan,3,1,1,2025
Pakistan,Syria,0,5,1,2025
Malaysia,Nepal,1,0,1,2025
Brazil,Tunisia,1,1,0,2025
Canada,Venezuela,2,0,0,2025
Chile,Peru,2,1,0,2025
Colombia,Australia,3,0,0,2025
Cyprus,Estonia,2,4,0,2025
Ecuador,New Zealand,2,0,0,2025
Faroe Islands,Kazakhstan,1,0,0,2025
South Korea,Ghana,1,0,0,2025
Mexico,Paraguay,1,2,0,2025
United States,Uruguay,5,1,0,2025
Iraq,United Arab Emirates,2,1,1,2025
Kosovo,Switzerland,1,1,1,2025
Sweden,Slovenia,1,1,1,2025
Scotland,Denmark,4,2,1,2025
Belarus,Greece,0,0,1,2025
Spain,Turkey,2,2,1,2025
Bulgaria,Georgia,2,1,1,2025
Austria,Bosnia and Herzegovina,1,1,1,2025
Romania,San Marino,7,1,1,2025
Wales,North Macedonia,7,1,1,2025
Belgium,Liechtenstein,7,0,1,2025
Dominican Republic,Martinique,0,0,1,2025
Saint Kitts and Nevis,Belize,2,6,1,2025
Antigua and Barbuda,Guyana,1,4,1,2025
Iran,Uzbekistan,0,0,1,2025
Guatemala,Suriname,3,1,1,2025
Panama,El Salvador,3,0,1,2025
Jamaica,Curaçao,0,0,1,2025
Trinidad and Tobago,Bermuda,2,2,1,2025
Costa Rica,Honduras,0,0,1,2025
Haiti,Nicaragua,2,0,1,2025
Laos,Vietnam,0,2,1,2025
Vanuatu,Solomon Islands,2,1,1,2025
Papua New Guinea,Fiji,2,0,1,2025
Papua New Guinea,Vanuatu,2,2,1,2025
Mauritania,Kuwait,0,2,1,2025
Syria,South Sudan,2,0,1,2025
Palestine,Libya,0,0,1,2025
Oman,Somalia,0,0,1,2025
Bahrain,Djibouti,1,0,1,2025
Sudan,Lebanon,2,1,1,2025
Comoros,Yemen,4,4,1,2025
Tunisia,Syria,0,1,1,2025
Qatar,Palestine,0,1,1,2025
Morocco,Comoros,3,1,1,2025
Saudi Arabia,Oman,2,1,1,2025
Egypt,Kuwait,1,1,1,2025
Jordan,United Arab Emirates,2,1,1,2025
Algeria,Sudan,0,0,1,2025
Iraq,Bahrain,2,1,1,2025
Palestine,Tunisia,2,2,1,2025
Qatar,Syria,1,1,1,2025
Oman,Morocco,0,0,1,2025
Comoros,Saudi Arabia,1,3,1,2025
Kuwait,Jordan,1,3,1,2025
United Arab Emirates,Egypt,1,1,1,2025
Bahrain,Algeria,1,5,1,2025
Sudan,Iraq,0,2,1,2025
Qatar,Tunisia,0,3,1,2025
Syria,Palestine,0,0,1,2025
Morocco,Saudi Arabia,1,0,1,2025
Oman,Comoros,2,1,1,2025
Egypt,Jordan,0,3,1,2025
United Arab Emirates,Kuwait,3,1,1,2025
Algeria,Iraq,2,0,1,2025
Bahrain,Sudan,3,1,1,2025
Morocco,Syria,1,0,1,2025
Palestine,Saudi Arabia,1,2,1,2025
Jordan,Iraq,1,0,1,2025
Algeria,United Arab Emirates,1,1,1,2025
Morocco,United Arab Emirates,3,0,1,2025
Saudi Arabia,Jordan,0,1,1,2025
Jordan,Morocco,2,3,1,2025
Morocco,Comoros,2,0,1,2025
Mali,Zambia,1,1,1,2025
South Africa,Angola,2,1,1,2025
Egypt,Zimbabwe,2,1,1,2025
Nigeria,Tanzania,2,1,1,2025
Tunisia,Uganda,3,1,1,2025
DR Congo,Benin,1,0,1,2025
Senegal,Botswana,3,0,1,2025
Burkina Faso,Equatorial Guinea,2,1,1,2025
Algeria,Sudan,3,0,1,2025
Ivory Coast,Mozambique,1,0,1,2025
Cameroon,Gabon,1,0,1,2025
Zambia,Comoros,0,0,1,2025
Morocco,Mali,1,1,1,2025
Angola,Zimbabwe,1,1,1,2025
Egypt,South Africa,1,0,1,2025
Uganda,Tanzania,1,1,1,2025
Nigeria,Tunisia,3,2,1,2025
Benin,Botswana,1,0,1,2025
Senegal,DR Congo,1,1,1,2025
Equatorial Guinea,Sudan,0,1,1,2025
Algeria,Burkina Faso,1,0,1,2025
Gabon,Mozambique,2,3,1,2025
Ivory Coast,Cameroon,1,1,1,2025
Morocco,Zambia,3,0,1,2025
Comoros,Mali,0,0,1,2025
Angola,Egypt,0,0,1,2025
Zimbabwe,South Africa,2,3,1,2025
Uganda,Nigeria,1,3,1,2025
Tanzania,Tunisia,1,1,1,2025
Benin,Senegal,0,3,1,2025
Botswana,DR Congo,0,3,1,2025
Equatorial Guinea,Algeria,1,3,1,2025
Sudan,Burkina Faso,0,2,1,2025
Gabon,Ivory Coast,2,3,1,2025
Mozambique,Cameroon,1,2,1,2025
Senegal,Sudan,3,1,1,2026
Mali,Tunisia,1,1,1,2026
Morocco,Tanzania,1,0,1,2026
South Africa,Cameroon,1,2,1,2026
Egypt,Benin,3,1,1,2026
Nigeria,Mozambique,4,0,1,2026
Algeria,DR Congo,1,0,1,2026
Ivory Coast,Burkina Faso,3,0,1,2026
Mali,Senegal,0,1,1,2026
Morocco,Cameroon,2,0,1,2026
Algeria,Nigeria,0,2,1,2026
Egypt,Ivory Coast,3,2,1,2026
Senegal,Egypt,1,0,1,2026
Morocco,Nigeria,0,0,1,2026
Egypt,Nigeria,0,0,1,2026
Morocco,Senegal,3,0,1,2026
Bolivia,Panama,1,1,0,2026
Grenada,Jamaica,0,1,0,2026
Panama,Mexico,0,1,0,2026
Bolivia,Mexico,0,1,0,2026
Uzbekistan,China,2,2,0,2026
Mexico,Iceland,4,0,0,2026
Bolivia,Trinidad and Tobago,3,0,0,2026
Bermuda,DR Congo,0,2,0,2026
Equatorial Guinea,Kyrgyzstan,1,0,0,2026
Kazakhstan,Namibia,2,0,1,2026
United States Virgin Islands,American Samoa,5,2,1,2026
Puerto Rico,Guam,4,0,1,2026
Brazil,France,1,2,0,2026
Colombia,Croatia,1,2,0,2026
Cyprus,Belarus,0,1,0,2026
Georgia,Israel,2,2,0,2026
Moldova,Lithuania,0,2,0,2026
Vietnam,Bangladesh,3,0,0,2026
New Caledonia,Jamaica,0,1,1,2026
Bolivia,Suriname,2,1,1,2026
Italy,Northern Ireland,2,0,1,2026
Wales,Bosnia and Herzegovina,1,1,1,2026
Poland,Albania,2,1,1,2026
Ukraine,Sweden,1,3,1,2026
Slovakia,Kosovo,3,4,1,2026
Turkey,Romania,1,0,1,2026
Czech Republic,Republic of Ireland,2,2,1,2026
Denmark,North Macedonia,4,0,1,2026
Aruba,Macau,4,1,1,2026
Tanzania,Liechtenstein,0,1,1,2026
Martinique,Cuba,2,2,1,2026
Dominican Republic,El Salvador,2,2,1,2026
Saint Martin,Barbados,3,1,1,2026
Bonaire,Saint Vincent and the Grenadines,3,1,1,2026
Bahamas,Anguilla,1,3,1,2026
Cayman Islands,British Virgin Islands,1,1,1,2026
Algeria,Guatemala,7,0,0,2026
Argentina,Mauritania,2,1,0,2026
Austria,Ghana,5,1,0,2026
England,Uruguay,1,1,0,2026
Greece,Paraguay,0,1,0,2026
Guinea,Togo,2,2,1,2026
Liberia,Benin,0,1,1,2026
Libya,Niger,0,0,1,2026
Montenegro,Andorra,2,0,0,2026
Morocco,Ecuador,1,1,0,2026
Netherlands,Norway,2,1,0,2026
Saudi Arabia,Egypt,0,4,0,2026
South Africa,Panama,1,1,0,2026
Spain,Serbia,3,0,0,2026
Russia,Nicaragua,3,1,0,2026
Switzerland,Germany,3,4,0,2026
Costa Rica,Jordan,2,2,0,2026
Iran,Nigeria,1,2,0,2026
China,Curaçao,2,0,1,2026
Australia,Cameroon,1,0,1,2026
Azerbaijan,Saint Lucia,6,1,1,2026
Solomon Islands,Bulgaria,2,10,1,2026
Indonesia,Saint Kitts and Nevis,4,0,1,2026
Chile,Cape Verde,4,2,1,2026
New Zealand,Finland,0,2,1,2026
Kenya,Estonia,1,1,1,2026
Rwanda,Grenada,4,0,1,2026
Venezuela,Trinidad and Tobago,4,1,1,2026
Uzbekistan,Gabon,3,1,1,2026
Guyana,Dominica,2,0,1,2026
Belize,Sint Maarten,2,3,1,2026
Burkina Faso,Guinea-Bissau,5,0,0,2026
Canada,Iceland,2,2,0,2026
Haiti,Tunisia,0,1,0,2026
Hungary,Slovenia,1,0,0,2026
Ivory Coast,South Korea,4,0,0,2026
Mexico,Portugal,0,0,0,2026
